user_id,books
32029.0,"[9783404185689.0, 9783404185696.0, 9783426281802.0, 9783406781483.0, 9783426282656.0, 9783037631393.0, 9783426282656.0, 9783453292277.0, 9783404179626.0, 9783404179640.0, 9783453292277.0, 9783404179657.0, 9783453292277.0, 9783328602545.0, 9783832181697.0, 9783499009181.0, 9783805200851.0, 9783442490943.0, 9783426529867.0, 9783805200851.0, 9783453292284.0, 9783499006821.0, 9783453292284.0, 9783471360606.0, 9783423283823.0, 9783805200684.0, 9783492064781.0, 9783103974966.0, 9783453427174.0, 9783746640006.0, 9783453427174.0, 9783039260676.0, 9783453292307.0, 9783426283943.0, 9783426283943.0, 9783039260676.0, 9783453427181.0, 9783453292246.0, 9783492321112.0, 9783857172946.0, 9783453292246.0, 9783404189441.0, 9783406822407.0, 9783729650053.0, 9783404192182.0, 9783257072730.0, 9783785700471.0, 9783446280083.0, 9783746639987.0, 9783492065252.0, 9783746639987.0, 9783492065252.0, 9783499013409.0, 9783746639987.0, 9783715250397.0, 9783328603641.0, 9783518474488.0, 9783328603641.0, 9783426528372.0, 9783764508432.0]"
32050.0,"[9783453426450.0, 9783764505233.0, 9783630875545.0, 9783596706662.0, 9783740811341.0, 9783037631317.0, 9783740804329.0, 9783257300918.0, 9783426226988.0, 9783764507930.0, 9783740804329.0, 9783596700516.0, 9783740816100.0, 9783839201862.0, 9783293005235.0, 9783740804329.0, 9783442718917.0, 9783426284131.0, 9783855351244.0, 9783442314355.0, 9783855350162.0, 9783492057707.0, 9783906847085.0, 9783785727775.0, 9783492058117.0, 9783894256760.0, 9783426283844.0, 9783596706686.0, 9783715255019.0, 9783257072341.0, 9783764507459.0, 9783608503654.0, 9783857918841.0, 9783442491803.0, 9783458364054.0, 9783312006533.0, 9783839225806.0, 9783293005471.0, 9783864893889.0, 9783839201213.0, 9783442204403.0, 9783839201701.0, 9783312006533.0, 9783426281574.0, 9783453273351.0, 9783740809256.0, 9783894256760.0, 9783785727546.0, 9783453270091.0, 9783423263030.0, 9783423217644.0, 9783954510764.0, 9783764508333.0, 9783651001176.0, 9783715255064.0, 9783328106678.0, 9783740814397.0, 9783453274334.0, 9783426282625.0, 9783328105572.0, 9783462000726.0, 9783423280204.0, 9783462054101.0, 9783038181941.0, 9783809027546.0, 3423280020.0, 9783328108214.0, 9783832198916.0, 9783832182069.0, 9783453272286.0, 9783839204528.0, 9783257072143.0, 9783426528532.0, 9783442492961.0, 3858825001.0, 9783839223499.0, 9783328600176.0, 9783453273450.0, 9783866124844.0, 9783805200295.0, 9783492064026.0, 9783257300949.0, 9783453273122.0, 9783492064019.0, 9783492064170.0, 9783455000092.0, 9783257070842.0, 9783453425675.0, 9783293005969.0, 9783740811532.0, 9783404176601.0, 9783404176601.0, 9783740811532.0, 9783293005969.0, 9783453425675.0, 9783257070842.0, 9783866124677.0, 9783492305495.0, 9783890294063.0, 9783716000007.0, 9783426282625.0, 9783492062503.0, 9783426281574.0, 9783453273351.0, 9783764507718.0, 9783423263047.0, 9783423263047.0, 9783518428054.0, 9783518471821.0, 9783293005778.0, 9783740820527.0, 9783740821098.0, 9783552072039.0, 9783734112638.0, 9783596700530.0, 9783499290930.0, 9783765464959.0, 9783805200851.0, 9783038800453.0, 9783328103219.0, 9783492057707.0, 9783423262293.0, 9783453471542.0, 9783839206317.0, 9783426283868.0, 9783423262507.0, 9783453424975.0, 9783864932403.0, 9783896674487.0, 4191857004900.0, 9783426528365.0, 9783765464959.0, 9783764506322.0, 9783328104193.0, 9783404189977.0, 9783442493098.0, 9783404172092.0, 9783851792911.0, 9783552073333.0, 9783293005471.0, 9783492062398.0, 9783764505103.0, 9783036950419.0, 9783740817695.0, 9783894256289.0]"
32054.0,"[9783743211360.0, 9783788620943.0, 3788606711.0, 4001504261818.0, 9783473361335.0, 9783785577721.0, 9783743201323.0, 9783785583036.0, 9783907295144.0, 9783480232956.0, 4020628924300.0, 4030521753952.0, 9783473480241.0, 9783734308598.0, 4001504261689.0, 4001504261979.0, 4001504261788.0, 4001504261771.0, 4001504261689.0, 9783785583869.0, 9783785582039.0, 9783833904851.0, 3314014325.0, 9783785584194.0, 9783608980875.0, 9783401058115.0, 9783551652720.0, 9783473460281.0, 9783741526503.0, 4001504261726.0, 4001504261511.0, 4001504261986.0, 4001504261641.0, 7613059329508.0, 9783789124358.0, 9783789123870.0, 9783743201330.0, 9783743209756.0, 4010232062871.0, 9783039195695.0, 9783746640020.0, 3788606711.0, 9783473361335.0, 9783907295144.0, 9783480232956.0, 4020628924300.0, 4001504261771.0, 9783401058115.0, 9783473460281.0, 9783789124358.0, 9783789123870.0, 9783743201330.0, 9783743209756.0, 9783039195695.0, 9783746640020.0, 4042564208511.0, 4001504261702.0, 9783891892237.0, 9783862315123.0, 9783129492154.0, 9783129493939.0, 9783831022267.0, 9783867664127.0, 9783440157459.0, 4250128433556.0, 7611372646685.0, 9783440125526.0, 9783862315130.0, 9783862319794.0, 9783862316540.0, 9783862315482.0, 9783862315925.0, 9783831021673.0, 9783831024865.0, 9783746640020.0, 4001504261771.0, 9783473361335.0, 3788606711.0, 4041658320306.0, 9783743201446.0, 9783743206953.0, 9783743210080.0, 9783440157459.0, 9783891892237.0, 5053083180430.0, 8717418419738.0, 4260131126383.0, 9783862318230.0, 9783742401717.0, 9783742408860.0, 9783401716770.0, 9783129496756.0, 9783129492147.0, 9783785585818.0, 8717418522360.0, 9783473361335.0, 4001504261771.0, 8717418379971.0, 4006680054476.0, 4006680096094.0, 9783129492079.0, 9783831045921.0, 3833811999.0, 9783867664127.0, 3833817151.0, 3788606350.0, 9783401715933.0, 4260131126383.0, 9783129492147.0, 4006680054476.0, 4006680096094.0, 9783129492079.0, 9783831045921.0, 9783833852176.0, 9783440157459.0, 9783473361335.0, 4001504261771.0, 9783765558382.0, 4260131126383.0, 4006680096094.0, 4006680054476.0, 9783831045921.0, 8717418602888.0, 9783440175026.0, 9783440164136.0, 4001504150259.0, 9783844510386.0, 9783742406309.0, 9783833936524.0, 9783833936340.0, 9783833936593.0, 194397502527.0, 9783803263032.0, 9783789121449.0, 9783789124310.0, 9783743210486.0, 9783765569753.0, 9783833936326.0, 9783843210324.0, 9783833907500.0, 9783833936500.0, 3833936371.0, 9783522460491.0, 9783440164136.0, 4011976877288.0, 9783734820465.0, 9783845848006.0, 9783905769661.0, 7613059329508.0, 9783833936494.0, 7321921657214.0, 4030521748750.0, 9783743215016.0, 9783789121449.0, 9783843210843.0, 8717418567491.0, 8717418272913.0, 4260646121767.0, 9783866661738.0, 9783785589021.0, 9783743206212.0, 9783940919458.0, 9783480223787.0, 9783219116670.0, 9783401701745.0, 4010232062871.0, 8717418411084.0, 9783038482642.0, 9783833906367.0, 9783833936562.0, 9783736316829.0, 9783788620929.0, 9783743208728.0, 9783785587027.0, 9783129496305.0, 9783743201323.0, 9783280080078.0, 9783401714837.0, 9783522303286.0, 9783737353632.0, 8717418567491.0, 8717418272913.0, 4260646121767.0, 9783866661738.0, 4010232062871.0, 8717418411084.0, 9783649638902.0, 9783905945034.0, 9783551519931.0, 9783038930150.0, 9783785575642.0, 9783505144394.0, 9783551518408.0, 5051890316462.0, 9783407867711.0, 9783406806636.0, 3314015236.0, 9783789109140.0, 9783905884081.0, 9783743205321.0, 9783743207172.0, 9783785588703.0, 8717418272913.0, 8717418555689.0, 5051890334114.0, 9783968260105.0, 9783033073562.0, 9783831020560.0, 9783743208391.0, 9783743208049.0, 9783401719115.0, 9783314105630.0, 4029758765388.0, 7613059317536.0, 9783831021673.0, 9783955501518.0, 9783770023370.0, 9783955049447.0, 9783789104077.0, 9783743200395.0, 9783743201446.0, 9783743201330.0, 9783785588703.0, 9783440175774.0, 8717418616472.0, 4042564200966.0, 9783869414805.0, 4029758765388.0, 7613059317536.0, 4042564200966.0, 9783522303323.0, 3314009569.0, 9783770023370.0, 9783955049447.0, 9783440175989.0, 9783743201477.0, 9783743214132.0, 9783473361311.0, 9783473361328.0, 9783473364503.0, 9783473361342.0, 9783473460489.0, 9783867408110.0, 4006680094014.0, 4006680094014.0, 4009750271810.0, 9783905884272.0, 9783890295725.0, 4009750271810.0, 4006680094014.0, 9783039250301.0, 4250148719661.0, 4250148718480.0, 4029758765388.0, 9783940919472.0, 9783785589502.0, 9783440163412.0, 9783743209343.0, 4061229131803.0, 4020628620943.0, 9783829727358.0, 9783770173983.0, 9783440175989.0, 9783036950006.0, 9788804717874.0, 9783789124310.0, 9783789124259.0, 9783440156728.0, 9783440163047.0, 9783440158067.0, 3788604204.0, 9783855463602.0, 4051238010428.0, 7611719401236.0, 9783743206953.0, 9783743216297.0, 9783785583159.0, 9783743216648.0, 4011976899488.0, 8717418616649.0, 9783401717005.0, 9783473491872.0, 9783743201453.0, 3788604204.0, 9783789124259.0, 9783036950006.0, 7613059307285.0, 9783866592971.0, 9783275018703.0, 9783743216297.0, 9783743205635.0, 9783743212787.0, 9783743204836.0, 9783743204935.0, 5050582567380.0, 5053083260187.0, 9783446279643.0, 9783907095706.0, 9783498003906.0, 7611372646074.0, 5053083105358.0, 4011976904984.0, 9783785583159.0, 5050582567380.0, 4011976904984.0, 5053083105358.0, 7611372646074.0, 9783036950006.0, 3788604204.0, 9783275018703.0, 4010232065339.0, 9783785581889.0, 9783743212077.0, 9783036950297.0, 9783785582954.0, 3785570807.0, 9783785578933.0, 4009750226292.0, 9783440175552.0, 9783785587119.0, 9772296219008.0, 9783440126929.0, 9783440170908.0, 9783785579787.0, 9783737332163.0, 4013549117128.0, 9783743217461.0, 9783940919625.0, 9783707422399.0, 4011846970972.0, 4013549143721.0, 9783498004866.0, 9783858828866.0, 9783453281714.0, 8717418567491.0, 9783789124105.0, 9783940919496.0, 9783499011030.0, 5051890326638.0, 9783743216662.0, 9783835413979.0, 9783743212794.0, 9783866901674.0, 8717418595432.0, 4010232043122.0, 3788604204.0, 9783785587119.0, 9783518432006.0, 9783765569821.0, 9783453281714.0, 4013549149907.0, 4013549146555.0, 4061229131803.0, 5053083244262.0, 9783715204796.0, 9783848901098.0, 9783499011030.0, 9783743216662.0, 9783835413979.0, 9783866901674.0, 4013549149907.0, 4013549146555.0, 4061229131803.0, 5053083244262.0, 9783829726429.0, 9783829728317.0, 9783829728478.0, 9783499626005.0, 9783772446436.0, 9781409195047.0, 7613059331983.0, 5053083201333.0, 5051890338013.0, 8717418607265.0, 5053083260187.0, 8717418522360.0, 7613059331983.0, 9783440176177.0, 4048317358854.0, 4050003719306.0, 4050003716633.0, 9783440175026.0, 9783440163412.0, 9781910002278.0, 4042564232301.0, 8717418475383.0, 9783406805806.0, 9783743212220.0, 5053083242022.0, 4042564232301.0, 9783829728478.0, 9783829728317.0, 9783829726429.0, 9783499011030.0, 9783499626005.0, 8717418522360.0, 4048317358854.0, 8717418475383.0, 4052912491182.0, 5053083268800.0, 9783743219458.0, 9783570181430.0, 9783518473207.0, 4010232060211.0, 9783743219762.0, 9783743212800.0, 9783743212794.0, 9783039130658.0, 9783473361274.0, 7321921657214.0, 9783522303286.0, 9783780629494.0, 9783551517814.0, 9783743216631.0, 4061229343909.0, 8717418600594.0, 9783960807735.0, 9783499011030.0, 9783499626005.0, 9783734820038.0, 3789129410.0, 9783473461776.0, 9783743209589.0, 9783743206281.0, 9783451714023.0, 9783865663900.0, 4061229162005.0, 4011846014294.0, 4250128439701.0, 9783743216655.0, 9783743209602.0, 9783737351195.0, 3314015236.0, 5051890334817.0, 9783940919496.0, 8717418585433.0, 9783518473207.0, 9783039130658.0, 9783473361274.0, 9783743216631.0, 9783743219458.0, 9783791374536.0, 3785570807.0, 4042564214543.0, 4010232065339.0, 5051890318336.0, 7611719401489.0, 8717418600594.0, 9783949465147.0, 9783845833989.0, 9783785589502.0, 9783440170472.0, 9783831028160.0, 9783831029273.0, 9783280035429.0, 9783785583166.0, 9783785587584.0, 3789129410.0, 5051890304605.0, 3789129402.0, 9783743208384.0, 4260456580143.0, 4260167471211.0, 4061229098304.0, 9783446279834.0, 3789141676.0, 9783832182182.0, 9783407868251.0, 9783765460326.0, 4260167471211.0, 4260456580143.0, 9783743208384.0, 9783280035429.0, 9783831029273.0, 9783831028160.0, 9783845833989.0, 4011976902287.0, 8717418612948.0, 4020628585600.0, 9783960961062.0, 4001504261795.0, 4001504261757.0, 4001504261641.0, 3789129445.0, 9783829726443.0, 9783829728478.0, 9783770177868.0, 4061229448208.0, 4009750205075.0, 5051890327550.0, 4020628585600.0, 9783845833989.0, 9783765460326.0, 9783407868251.0, 9783832182182.0, 9783845809106.0, 9783960969617.0, 9783423220873.0, 7611057056716.0, 7613059804524.0, 7613059332447.0, 9783743208384.0, 4009750205075.0, 9783960963554.0, 9783630877709.0, 8717418529109.0, 4010232059710.0, 9783960969563.0, 9783829726443.0, 9783829728478.0, 7613059804524.0, 9783960960751.0, 9783960963776.0, 9783803237668.0, 889854682026.0, 194399626528.0, 190759876626.0, 194398148120.0, 9783845818948.0, 9783845825878.0, 9783845806051.0, 9783440148358.0, 4001504231170.0, 3789129461.0, 194398148229.0, 190759876527.0, 190758783420.0, 4001504231170.0]"
32069.0,"[9783651001121.0, 9783736317758.0, 9783651001114.0, 9783453321373.0, 9783736315471.0, 9783423230124.0, 9783442315673.0, 9783736315471.0, 9783442206353.0, 9780008454487.0, 9783404208838.0, 9783810530387.0, 9780751563160.0, 9783426652688.0, 9783729650978.0, 9783401512587.0, 9783570166222.0, 9783352009686.0, 9783492063012.0, 9783453361201.0, 9783958187429.0, 9783785587720.0, 9783958187436.0, 9783505143410.0, 9783442206483.0, 9783837146936.0, 9783743209862.0, 9783453425804.0, 9783743212053.0, 9783462003925.0, 9783743213517.0, 9783453425804.0, 9783462003925.0, 9783785726501.0, 9783785727041.0, 9783463000435.0, 9783570105139.0, 9783492070546.0, 9783463000435.0, 9783492071093.0, 9783453322738.0, 9783757700065.0, 9783453322738.0, 9783757700065.0, 9783453322738.0, 9783453471900.0, 9783743215719.0, 9783453274662.0, 9781035005680.0, 9783805200943.0, 9783743215948.0, 9783743215931.0, 9783743209367.0, 9783743212824.0, 9783743209374.0, 9783743212831.0, 9783743215931.0, 9781408728864.0, 9783982422619.0, 9781444957655.0, 9783651001282.0, 9780008181550.0, 9783551584847.0, 9783499013553.0, 9783551584984.0, 9783551585226.0, 9780593330739.0, 9783764505158.0, 9783038752011.0, 9783736323476.0, 9783453273788.0]"
32071.0,"[9783829751445.0, 9783257073140.0, 9783257070545.0, 9783961611973.0, 9783829751445.0, 9783961611973.0, 9783257070545.0, 9783257073140.0, 9783257073140.0]"
32076.0,"[9783492062039.0, 9783458682554.0, 9783499010743.0, 9783492063319.0, 9783499010743.0, 9783492063586.0, 4196084506302.0, 9783257300765.0, 9783442316434.0, 9783492056007.0, 9783736314696.0, 9783736318816.0, 9783736316836.0, 9783492063326.0, 9783328602354.0, 9783764508357.0, 9783736319332.0, 9783404180103.0, 9783492063814.0, 9783423283816.0, 9783736319325.0, 9783365004630.0, 4196084506302.0, 4196084506302.0, 4196084506302.0, 9783453274303.0, 9783442490943.0, 9783499013553.0, 9783736318250.0, 9783736321021.0, 4191887006806.0, 4196084506302.0, 9783736318694.0, 9783743213807.0, 9783499010750.0, 9783736319264.0, 9783736319271.0, 4191887006806.0, 9783785722602.0, 9783736320871.0, 4191887006806.0, 9783596709038.0, 9783365005958.0, 9783442493302.0, 9783746640051.0, 9783785728413.0, 9783736318267.0, 9783746640051.0, 9783423220873.0, 9783736322424.0, 9783736322417.0, 9783453274013.0, 9783736322288.0, 9783736322424.0, 9783442317547.0, 9783442317547.0, 4191887006806.0, 4020628585600.0, 9783423283113.0, 9783764508869.0, 9783596710645.0, 9783839821442.0]"
32169.0,"[190759860021.0, 194399626320.0, 3440118733.0, 196587106324.0, 190759860021.0, 9783401603810.0, 9783401602752.0, 9783440142776.0, 9783440133385.0, 3551554826.0, 889854681821.0, 194398148328.0, 190758782928.0, 190759876428.0, 9783551556295.0, 9783551556264.0, 9783551556257.0, 9783440133385.0, 9783440142776.0, 9783401602752.0, 9783401603810.0, 9783442315673.0, 9783966320696.0, 3401065557.0, 9783831030811.0, 9783867408097.0, 9783473460281.0, 9783845839707.0, 9783845823652.0, 9783845822938.0, 9783473361304.0, 9783743208728.0, 194397502527.0, 9783440175057.0, 9783736314672.0, 9783453414877.0, 9783453417946.0, 9783453417939.0, 9783940919472.0, 9783736314627.0, 9783440153420.0, 9783803260680.0, 194398193120.0, 9783570170908.0, 9783570158593.0, 9783442491858.0, 9783866592544.0, 9783866594791.0, 9783866592834.0, 9783570158593.0, 9783570170908.0, 194398193120.0, 9783803260680.0, 9783785575505.0, 9783785588482.0, 9783440171455.0, 9783844513929.0, 9783789124310.0, 9783789104947.0, 9783551584847.0, 9783440171455.0, 9783551584977.0, 9783440172803.0, 9783505138300.0, 9783505138287.0, 9783789123252.0, 9783473361328.0, 9783551584984.0, 9783789124310.0, 9783551585226.0, 9783551556318.0, 9783551556332.0, 9783551556325.0, 9783958399655.0, 9783404173433.0, 9783499007484.0, 9783453274303.0, 9783499007491.0, 9783551585233.0, 9783442484065.0, 9783499007507.0, 9783442484065.0, 9783442484065.0, 9783770437313.0, 9783440175064.0, 9783570173442.0, 9783453414877.0, 9783453417939.0, 3551554857.0, 3551552907.0, 3869410791.0, 9783770400324.0, 9783803237835.0, 9783803261779.0, 9783440157497.0, 3551554857.0, 9783440175064.0, 9783440157497.0, 3551552907.0, 9783453417939.0, 9783453414877.0, 9783894256289.0, 9783328105633.0, 9783803237576.0, 194398148328.0, 9783551583260.0, 9783764506452.0, 9783764507046.0, 4001504256319.0, 4001504254155.0, 4001504254094.0, 9783737341332.0, 9783833936395.0, 9783833936517.0, 9783442490967.0, 9783442490967.0, 9783492072601.0, 9783803237903.0, 9783803237729.0, 9783789113819.0]"
32178.0,"[9783833838095.0, 9783770195060.0, 9783038650720.0, 9783492063289.0, 9783120101284.0, 9783764171261.0, 9783473401659.0, 9783616010571.0, 9783765458804.0, 9783965842052.0, 9783863712563.0, 7613059317253.0, 9783765454080.0, 9783907238196.0, 9783765454080.0, 9783907238196.0, 9783863712563.0, 9783616010571.0, 9783765458804.0, 9783965842052.0, 9783120101284.0, 9783492063289.0, 9783038650720.0, 9783833838095.0, 9783764171261.0, 7613059317253.0, 9783837146936.0, 9783462054026.0, 9783462054033.0, 9783492071604.0, 9783440173770.0, 9783962380496.0, 9783833881794.0, 9783440173770.0, 9783462054033.0, 9783462054026.0, 9783837146936.0, 9783965842052.0, 9783863712563.0, 9783863712563.0, 9783965842052.0, 9783837146936.0, 9783462054026.0, 9783462054033.0, 9783440173770.0, 9783492071383.0, 9783453439689.0, 9783492071963.0, 9783453424449.0, 9783837151633.0, 9783837146936.0, 9783817443390.0, 9783596001385.0, 9783831724208.0, 9783458643692.0, 9783830336587.0, 9783453439689.0, 9783426676295.0, 9783837155273.0, 9783778782514.0, 9783462054040.0, 9783473401857.0, 9783837151633.0, 9783817443390.0, 9783596001385.0, 9783831724208.0, 9783458643692.0, 9783830336587.0, 9783426676295.0, 9783837155273.0, 9783778782514.0, 9783125624894.0, 9783492071093.0, 9783125624894.0, 9783817443390.0, 9783596001385.0, 9783831724208.0, 9783426676295.0, 9783778782514.0, 9783837155273.0, 9783458643692.0, 9783837151633.0, 9783492063289.0, 9783734318313.0, 9783765455353.0, 9783492063289.0, 9783734318313.0, 9783765455353.0, 9783832164126.0, 9783442758968.0, 9783765464959.0, 9783440177747.0, 9783955049652.0, 9783492063289.0, 9783734318313.0, 9783765455353.0, 9783832168391.0, 9783735880734.0, 9771664989000.0, 9783770194032.0, 4009750216514.0, 9783955049652.0, 9783440177747.0, 9783765464959.0, 9783442758968.0, 9783832164126.0, 9783735880734.0, 9771664989000.0, 9783770194032.0, 9783570166598.0, 9783039022021.0, 9783955049652.0, 9783440177747.0, 9783442758968.0, 9783039022021.0, 9783770194032.0, 9783832168391.0, 9783039022021.0, 9783832168391.0, 9783036950198.0, 9783832168391.0, 9783036950198.0, 9783039022021.0, 9783036950198.0, 9783039022021.0, 9783832168391.0, 3835407107.0, 3835407107.0, 9783832168391.0, 9783492063289.0, 9783838838724.0, 9783039021734.0, 3835407107.0, 9783492063289.0, 9783838838724.0, 9783039021734.0, 9783896675026.0, 9783039022458.0, 9783838838724.0, 9783039022458.0, 9783896675026.0, 9783570178324.0, 9783896676290.0, 9783426530894.0, 9772296219008.0, 9783426530894.0, 9783838838724.0, 9783039022458.0, 9772296219008.0, 9783616020143.0, 9783038650720.0, 9783858696687.0, 9783957285683.0, 9783039022021.0, 9783038004837.0, 9783038004837.0, 9783858696687.0, 9783039022021.0, 9783957285683.0, 9783038650720.0, 9783616020143.0, 9783858696687.0, 9783039022021.0, 9783957285683.0, 9783616020143.0, 9783038650720.0, 9783492306539.0]"
32180.0,"[3719315047.0, 4061229091374.0, 4061229000529.0, 9783458682554.0, 9783743201422.0, 9783551787378.0, 9783868699197.0, 9783522458603.0, 9783551732231.0, 9783551519795.0, 9783649621850.0, 9783789114458.0, 9783038184966.0, 9783328105633.0, 9783743201293.0, 9783473364510.0, 9783038930839.0, 9783958399068.0, 9783857033483.0, 9783857033551.0, 9783649608868.0, 9783743206335.0, 9783219115888.0, 9783958399181.0, 9783868699296.0, 9783551732316.0]"
32183.0,"[9783426652688.0, 9783864894275.0, 9783453429222.0, 9783896676931.0, 3547711118.0, 9783778774892.0, 9783446280083.0, 9783446280083.0, 9783423282734.0, 9783518430163.0, 9783896676290.0, 9783546100328.0, 9783036957524.0, 9783351035037.0, 9783423284325.0]"
32186.0,"[9783830438526.0, 9783956542060.0, 9783616010243.0, 4191756711503.0, 9783770194124.0, 9783596705658.0, 9783596705641.0, 9783962380496.0, 9783833881794.0, 9783596705658.0, 9783596705641.0, 9783962380496.0, 9783833881794.0, 3499622434.0, 9783616010571.0, 9783765458804.0, 9783833881794.0, 9783962380496.0, 9783596705641.0, 9783596705658.0, 9783829727099.0, 9783770195152.0, 9783734306648.0, 9783734308598.0, 9783765461132.0, 9783829728324.0, 9783765454653.0, 9783442315673.0, 9783765454653.0, 9783829728324.0, 9783442315673.0, 9783831031313.0, 9783831031313.0, 9783453425361.0, 9783829728324.0, 9783829728324.0, 9783453425361.0, 9783833823046.0, 9783833858130.0, 9783442393855.0, 9783351038885.0, 9783039022458.0, 9783763361007.0, 9783866901674.0, 9783442393855.0, 9783833858130.0, 9783833823046.0, 9783292008732.0, 9783833823046.0, 9783833858130.0, 9783442393855.0, 9783866901674.0, 9783763361007.0, 9783039022458.0, 9783351038885.0, 9780340960387.0, 9783864894275.0, 9783746639598.0, 9783864894275.0, 9783499276392.0, 9783492064750.0, 9783829728768.0, 9783829728768.0]"
32193.0,"[9783442490943.0, 9783453270336.0, 9783038691129.0, 9783038000686.0, 9783829727372.0, 9783829728904.0, 9783734318313.0, 3765440426.0, 9783765461897.0, 9783742424679.0, 9783866124059.0, 9783734108600.0, 9783453292246.0, 9783742424655.0, 9783404184934.0, 9783453421776.0, 9783453421677.0, 9783499004278.0, 9783734318313.0, 9783492062039.0, 9783742424655.0, 9783453421776.0, 9783734109744.0, 9783426281796.0, 9783764507763.0, 9783867176989.0, 9783869523798.0, 9783596706044.0, 9783328602262.0, 9783453426061.0, 9783453291881.0, 9783499004278.0, 9783257071252.0, 9783830385134.0, 9783453426061.0, 9783328602262.0, 9783869523798.0, 9783596707621.0, 9783499004292.0, 9783426530238.0, 9783257071252.0, 9783830385134.0, 9783869523798.0, 9783596707621.0, 9783499004292.0, 9783426530238.0, 9783471360606.0, 9783426529867.0, 9783764507879.0, 9783764507886.0, 9783764507886.0, 9783785727775.0, 9783492318112.0, 9783785727775.0, 9783442316458.0, 9783442313945.0, 9783453441279.0, 9783746639512.0, 9783404187805.0, 9783404188451.0, 9783492318129.0, 9783426528365.0, 9783757700065.0, 9783785727003.0, 9783757700065.0, 9783785727003.0, 9783257072297.0, 9783328602347.0, 9783492070522.0, 9783770184552.0, 9783328602354.0, 9783827014641.0, 9783328602347.0, 9783492070522.0, 9783764508432.0, 9783492063845.0, 9783499006821.0, 9783764508432.0, 9783770184552.0, 9783492071604.0, 9783492063845.0, 9783499006821.0, 9783764508432.0, 9783805203371.0, 9783352009266.0, 9783440176696.0, 9783499006821.0, 9783805203333.0, 9783805203340.0, 9783423283984.0, 4194778506904.0, 9783805200677.0, 9783846600603.0, 9783548068848.0, 9783805200684.0, 9783352009266.0, 9783846600603.0, 9783805201032.0, 9783423212441.0, 9783746640051.0, 9783805200295.0, 9783745907575.0, 9783440162842.0, 9783423262330.0, 9783785700471.0, 9783440162842.0, 9783746640051.0, 9783785700471.0, 9783498028367.0, 9783498028367.0, 9783328109198.0, 9783734108907.0, 9783734108914.0, 9783498028367.0, 9783734108938.0, 9783734108921.0, 9783423220576.0, 9783426528389.0, 9783499267925.0, 9783832168063.0, 9783442206360.0, 9783961611423.0, 9783832181697.0, 4194778506904.0, 9783961611423.0, 9783442206360.0, 9783499267925.0, 9783492064781.0, 9783442206360.0, 9783492318136.0, 9783328603665.0, 9783746633671.0]"
